trial 1 , 0.03255958,0.08246466,0.1868583,0.08052737,0.1900207,0.1527955,0.001058483,0.005608392,0.06647004,0.06358508,0.03052704,0.04634142,0.1939872,0.1672399,0.1786348,0.06480936,0.06160721,0.1051892,0.004885173,0.1367243,0.04751277,0.09549769,0.08869039,0.1933203,0.064422,0.03234313,0.1373191,0.106075,0.09706327,0.05850848,0.07151717,0.1186525,0.07144006,0.09761399,0.09396302,0.1848248,0.09965247,0.02718928,0.008786321,0.02751987,0.03019793,0.07779025,0.09786192,0.1597713,0.05973696,0.1530965,0.06802579,0.00449102,0.1200728,0.190186,0.1239512,0.1695996,0.09960651,0.1509061,0.0323396,0.1799348,0.03700514,0.1323466,0.03667779,0.07886478,0.01444204,0.1782582,0.1491845,0.1543788,0.1610239,0.07756297,0.1987713,0.00568769,0.0805087,0.1461409,0.03326745,0.1055791,0.1825335,0.02979453,0.1004222,0.1482802,0.0873598,0.0759797,0.1517588,0.1562019,0.005215168,0.02918816,0.1366787,0.004891872,0.005095792,0.1476649,0.0986874,0.003294969,0.05985135,0.1342903,0.1797734,0.01598275,0.07923964,0.08168586,0.1104115,0.1001478,0.001173759,0.1384373,0.06803741,0.1443847,0.1968662,0.1546687,0.15503,0.08793171,0.02062671,0.1156987,0.1536099,0.08171176,0.08158477,0.1283871,0.06749824,0.02876804,0.1044644,0.1343548,0.1616483,0.1294132,0.07846087,0.1280527,0.07022647,0.1644646,0.01432703,0.02062647,0.09611746,0.07293941,0.05807894,0.08075184,0.1783448,0.1130765,0.1736937,0.1873573,0.1507149,0.1262975,0.1132859,0.1034351,0.1392657,0.05289546,0.01402843,0.03494535,0.06230951,0.1131434,0.08565732,0.1748124,0.1640825,0.02046185,0.122844,0.02556272,0.07773169,0.05127338,0.04580939,0.0463033,0.1918414,0.03113246,0.159942,0.0429193,0.1437438,0.08844896,0.1960434,0.04284451,0.04948185,0.1869271,0.199441,0.1061165,0.1846945,0.04011674,0.1850295,0.03455455,0.003987885,0.08391567,0.1610442,0.1592598,0.01379204,0.1590659,0.1133637,0.1019139,0.07808772 
trial 2 , 0.1096468,0.04827666,0.1722302,0.1443534,0.08639268,0.1551297,0.1280036,0.1065303,0.09430426,0.1518732,0.1878294,0.1038848,0.1420942,0.07110085,0.1698001,0.05314657,0.04704614,0.181109,0.07566527,0.09397825,0.07918447,0.0220289,0.08350128,0.07029461,0.1681208,0.04026454,0.04600124,0.1179463,0.07100157,0.05424105,0.1384925,0.009860444,0.1945951,0.1394278,0.1808715,0.1248752,0.1853074,0.1747448,0.03806064,0.002543211,0.01030924,0.1175197,0.08760384,0.02120674,0.01874058,0.1915759,0.004749942,0.01788766,0.02250819,0.1467143,0.1936653,0.04371114,0.07989065,0.1141109,0.02319985,0.04529972,0.1651137,0.1302376,0.06104463,0.04521606,0.08048016,0.06626295,0.1691303,0.1098984,0.05739599,0.1572702,0.1208421,0.03382685,0.08690001,0.02163084,0.1607125,0.05364822,0.07265779,0.08049055,0.1130469,0.1354915,0.1342974,0.006473875,0.02170763,0.1398145,0.06138038,0.1189236,0.04139493,0.185747,0.1396386,0.06329755,0.1566077,0.09564191,0.1783677,0.1640582,0.1068778,0.02005408,0.1087259,0.08370775,0.02297013,0.1478686,0.1989026,0.02183778,0.02269285,0.1229386,0.1302517,0.007951379,0.1950577,0.1030435,0.1410915,0.01276796,0.0585519,0.05032431,0.0737763,0.05457193,0.09263559,0.1936705,0.1338287,0.03006833,0.1449418,0.1029179,0.05389837,0.131445,0.0408468,0.08958615,0.07446956,0.1830508,0.05618905,0.0629996,0.1423275,0.03079536,0.04244792,0.08208889,0.07041401,0.1845018,0.05203935,0.06754919,0.06313085,0.1484733,0.03712869,0.07444359,0.1453412,0.01735079,0.02305048,0.161384,0.03451617,0.02400334,0.09253162,0.157556,0.1144113,0.103314,0.124813,0.01631589,0.02207932,0.07626442,0.1766662,0.07754523,0.08870541,0.1188752,0.07187122,0.1944255,0.1774527,0.07012586,0.1647734,0.1574004,0.1193581,0.1778972,0.0462059,0.125008,0.06817652,0.1410521,0.1985241,0.01971643,0.02320805,0.06492325,0.1115114,0.158488,0.1314901,0.05403158,0.163322 
trial 3 , 0.1795938,0.08774723,0.06471425,0.1423727,0.1733706,0.1047713,0.03552177,0.1850258,0.05423051,0.0787433,0.04243884,0.02087381,0.01638758,0.08460125,0.1081496,0.05013198,0.07607032,0.03593817,0.009882736,0.1667542,0.08525003,0.1377275,0.1348857,0.08140146,0.1903222,0.03366911,0.1455091,0.1324266,0.09223942,0.01956146,0.06280871,0.07334995,0.06593923,0.08055426,0.08337363,0.01262941,0.009456897,0.1303533,0.181185,0.1349321,0.0337208,0.1816451,0.061627,0.0501206,0.02263534,0.1269835,0.1155251,0.1183284,0.1706184,0.06609849,0.08765527,0.1429125,0.06949502,0.0161186,0.05843209,0.03534496,0.1469963,0.1751892,0.09680368,0.1658855,0.1344134,0.09384569,0.1153866,0.06857394,0.08660346,0.1095239,0.003652668,0.0982997,0.1416974,0.1684308,0.1453774,0.1292217,0.03595333,0.003156972,0.0617844,0.1184277,0.008303547,0.1515834,0.1254247,0.1757253,0.1755425,0.1974818,0.09604581,0.1423599,0.1799899,0.1886154,0.07281176,0.1282132,0.1913296,0.1025624,0.1001964,0.02655649,0.1352887,0.01569688,0.001614738,0.06603893,0.1282621,0.1937837,0.1170791,0.1297202,0.04859285,0.0145613,0.1784145,0.1405374,0.133593,0.1395688,0.1969704,0.04135961,0.1470778,0.1144073,0.02901318,0.002549625,0.1969899,0.08857044,0.1802732,0.08266171,0.07386293,0.1409342,0.1479481,0.159829,0.1953178,0.1893622,0.1905206,0.03696442,0.1772787,0.05661558,0.1804471,0.06705435,0.1438078,0.068231,0.184475,0.1791651,0.1682619,0.1297844,0.1428579,0.193694,0.1551586,0.1027542,0.02481959,0.1976296,0.1310597,0.09194147,0.1042896,0.1390678,0.1713499,0.1695205,0.04256267,0.187584,0.04863837,0.1260866,0.1690793,0.1807584,0.041027,0.0298146,0.0160712,0.06655125,0.1560333,0.1598571,0.1157627,0.09575218,0.1713724,0.01480308,0.101399,0.04694819,0.1109769,0.0818186,0.1519624,0.02211199,0.02721,0.1994499,0.1637368,0.1506258,0.04007728,0.10973,0.1340991 
trial 4 , 0.1870346,0.1155183,0.183235,0.06791898,0.05803515,0.02899837,0.02087679,0.1138746,0.07698289,0.146312,0.02760231,0.1644687,0.05425609,0.173503,0.08357552,0.1777936,0.07545801,0.1025349,0.0278122,0.05413185,0.108511,0.0173316,0.101782,0.08204638,0.01437662,0.01376522,0.1463492,0.07517065,0.1553581,0.07830817,0.06048299,0.06543573,0.1572563,0.04244168,0.1134563,0.193655,0.02001777,0.0391099,0.01675594,0.1872962,0.1331397,0.1206812,0.1030821,0.1963309,0.07725703,0.08174268,0.1709726,0.08659042,0.1406198,0.03559,0.02435384,0.1643155,0.00801251,0.1600401,0.1919146,0.02930672,0.1937885,0.1144499,0.1407874,0.1791032,0.1661621,0.07496118,0.1791091,0.06504267,0.07392627,0.1095912,0.01547511,0.1895534,0.1727509,0.1823673,0.02604475,0.174655,0.06512304,0.010414,0.1128467,0.08818199,0.1798582,0.101122,0.07941059,0.0980822,0.166796,0.1077551,0.1252647,0.1681697,0.1265788,0.1622051,0.02422979,0.04844809,0.05658578,0.1463061,0.1168295,0.00158546,0.1335789,0.1185408,0.169679,0.1183393,0.1384388,0.1202432,0.1202844,0.1139475,0.1863976,0.01854384,0.02429826,0.001558042,0.1368363,0.1959199,0.1451644,0.0004145622,0.1018784,0.1155542,0.03624377,0.1944376,0.05804078,0.1938267,0.17391,0.1178161,0.02605898,0.1525177,0.09349646,0.04095798,0.1231652,0.06920534,0.05512661,0.1981711,0.09409195,0.00560174,0.195386,0.04062383,0.1492192,0.1809769,0.0381073,0.105218,0.135768,0.06783332,0.0104851,0.03737416,0.1710821,0.05695616,0.01983616,0.07048529,0.04170678,0.1676594,0.0613105,0.02406762,0.09342247,0.1514955,0.1089572,0.1349682,0.1097228,0.0900484,0.04878771,0.03557554,0.1173564,0.0712145,0.1775976,0.1738951,0.02992575,0.1654603,0.005049992,0.1888013,0.09009015,0.0379138,0.02668428,0.184666,0.04645779,0.02947917,0.01346989,0.06582788,0.1400663,0.03605216,0.07195403,0.1572035,0.1455222,0.08402144,0.05701274 
trial 5 , 0.07503008,0.1236802,0.05242671,0.06128489,0.04483719,0.05932769,0.05906614,0.1312067,0.1744263,0.1600207,0.00128603,0.03656683,0.08100442,0.1613286,0.0288471,0.1671537,0.01486344,0.08600608,0.1602388,0.1322716,0.1937667,0.05910121,0.08588161,0.1441009,0.1300133,0.04685733,0.08972543,0.1622256,0.04895451,0.1540567,0.05461697,0.1078161,0.1720715,0.1964258,0.1198894,0.1293265,0.1250871,0.07868232,0.04480543,0.1124877,0.06069931,0.07407156,0.1884058,0.1027234,0.1968403,0.1718026,0.07187673,0.001698256,0.03423042,0.1967292,0.1912882,0.01105731,0.1145613,0.1881876,0.04443882,0.09825853,0.1385482,0.1319049,0.05096015,0.07862286,0.04507315,0.1494993,0.008026767,0.01067274,0.1462331,0.08078793,0.1406927,0.0578601,0.1790331,0.1051342,0.1549025,0.1497923,0.09732,0.06035027,0.1331293,0.0552616,0.136458,0.1272935,0.08978917,0.125122,0.08417427,0.03031955,0.03034148,0.1461624,0.1944142,0.01310918,0.06457893,0.04108889,0.07139074,0.09230319,0.0110054,0.1933904,0.1674383,0.1800386,0.185967,0.1744295,0.0901548,0.04878087,0.1236769,0.08529168,0.09403876,0.09559025,0.1751162,0.1820452,0.1766553,0.07705096,0.04689813,0.1302466,0.1705714,0.004926586,0.05618395,0.1080961,0.04085908,0.0283644,0.0348126,0.04531085,0.09041186,0.09431101,0.1849685,0.01232803,0.1019657,0.1476478,0.1150371,0.01347253,0.1869247,0.169973,0.1583841,0.09337915,0.1681896,0.09749545,0.1182147,0.1569126,0.1964321,0.1409189,0.01717432,0.04054232,0.1066275,0.1284816,0.1858138,0.07823676,0.1839124,0.09842528,0.05536946,0.1627704,0.03233457,0.1481788,0.180406,0.1691716,0.1344433,0.07615296,0.02000535,0.1243911,0.07481827,0.122758,0.05440716,0.1281363,0.00402956,0.09114441,0.199953,0.1141601,0.1551288,0.06560277,0.1972528,0.1055634,0.07694918,0.1424894,0.03085768,0.1490169,0.02630796,0.1045446,0.1836337,0.06349122,0.1517629,0.1097986,0.1491816 
trial 6 , 0.1926184,0.04897258,0.1171342,0.09768881,0.1709719,0.1500657,0.1036035,0.06962923,0.08372804,0.1749001,0.172574,0.1869187,0.08402914,0.100517,0.1352628,0.1095609,0.1454289,0.01897271,0.02953627,0.07795216,0.03338967,0.09664518,0.1302179,0.1860918,0.153688,0.07830483,0.09023675,0.0305083,0.1537911,0.177218,0.1887326,0.1429199,0.02043371,0.01828628,0.1392094,0.1801481,0.09108025,0.1422386,0.1876986,0.169747,0.02598183,0.03795376,0.0004457712,0.008992004,0.09973542,0.1950521,0.0651853,0.1627666,0.1279159,0.1055899,0.1045879,0.1064165,0.03243318,0.1085097,0.0004743815,0.1220474,0.1493549,0.06712805,0.05975446,0.1878601,0.03105712,0.05305809,0.09403647,0.1597407,0.1768847,0.01780112,0.092181,0.168878,0.007982373,0.1597428,0.1827674,0.001876116,0.04061325,0.01536133,0.121632,0.1864215,0.1443742,0.1940315,0.1347855,0.03151,0.1459411,0.1542379,0.1912247,0.1726656,0.06351675,0.1433161,0.0716246,0.1505805,0.1572576,0.01711159,0.06834825,0.01696506,0.1215147,0.1851495,0.1917574,0.03649681,0.03597395,0.09296753,0.1140905,0.01248417,0.1732619,0.1838798,0.05024919,0.1267416,0.05264913,0.1560966,0.1700577,0.1174349,0.1918906,0.05735466,0.1152145,0.1807655,0.06962105,0.1548661,0.04789429,0.08330881,0.1855763,0.009253311,0.1648613,0.09041661,0.08738333,0.1750825,0.04384926,0.1132462,0.101379,0.1384551,0.0608199,0.151181,0.1887804,0.1760501,0.03729043,0.1489246,0.003441882,0.1650124,0.01764188,0.05990127,0.136938,0.1090508,0.0330719,0.03379412,0.01999006,0.0370925,0.09842807,0.03947444,0.1483167,0.1703334,0.190031,0.08882882,0.1004758,0.0285953,0.006459021,0.03098433,0.1439602,0.03023367,0.1125798,0.08004908,0.09901702,0.07100999,0.1892039,0.1932292,0.1454925,0.02083726,0.0217994,0.1820065,0.146785,0.0008651018,0.09392997,0.0693587,0.1543218,0.1243566,0.187377,0.1714296,0.1091951,0.01585767,0.188251 
trial 7 , 0.1769624,0.1675936,0.1353723,0.1890123,0.1422891,0.0003794432,0.02960596,0.1325327,0.03157151,0.05005926,0.1477452,0.001165724,0.110699,0.04437165,0.06979541,0.02333803,0.1630062,0.0280889,0.1458216,0.06605025,0.08093967,0.1603202,0.1400729,0.113634,0.004594302,0.08644759,0.08013105,0.05972105,0.005886746,0.1939458,0.1076493,0.1706076,0.1103804,0.02377853,0.1854804,0.01181626,0.1735214,0.1001504,0.1055282,0.1935989,0.1876936,0.07047196,0.1134077,0.04783583,0.1625534,0.05651478,0.05619327,0.03609443,0.08276595,0.168997,0.1168184,0.1792682,0.1024169,0.1392383,0.01642962,0.1859856,0.03262663,0.1421059,0.1959031,0.1689378,0.04362845,0.1249366,0.0343883,0.07967895,0.1728767,0.06499783,0.152576,0.1052252,0.03932193,0.01645384,0.1252607,0.07792918,0.06661595,0.1914085,0.07969936,0.06586868,0.04288685,0.110229,0.1689838,0.00421474,0.1074824,0.1795345,0.03123522,0.09969455,0.0984342,0.09737557,0.198197,0.1291655,0.07850186,0.02157805,0.1160736,0.06009711,0.1546477,0.1965723,0.1703405,0.01754644,0.02134571,0.0930179,0.09751479,0.1629056,0.0901221,0.006408095,0.115115,0.07556023,0.09591156,0.1785244,0.1053258,0.009887672,0.05263723,0.05464691,0.01774852,0.1965244,0.04433494,0.1793638,0.1444098,0.197054,0.07369383,0.02994535,0.1793152,0.0546816,0.02805438,0.03184273,0.03635719,0.07915782,0.1399771,0.01530631,0.1146011,0.1082994,0.1611781,0.01403773,0.02586234,0.006094313,0.1238947,0.06761779,0.02371182,0.08960618,0.01567028,0.1983921,0.1685418,0.1269725,0.004931021,0.03589859,0.09202677,0.1100734,0.142126,0.1357702,0.1977685,0.09811491,0.01754274,0.1991816,0.02509544,0.1593173,0.1806254,0.02252889,0.1566666,0.1507512,0.06441607,0.1775856,0.01173031,0.1499224,0.1286925,0.05797435,0.1624874,0.08945717,0.1061638,0.08591052,0.1812479,0.0494843,0.1570148,0.1579922,0.07462715,0.03172508,0.1522335,0.1106948,0.06392492 
trial 8 , 0.001829982,0.110401,0.1564742,0.1408828,0.07154457,0.05713748,0.1479508,0.1747511,0.03243029,0.1875424,0.0177783,0.03883472,0.1276292,0.04941645,0.05007547,0.07232827,0.0870541,0.009314227,0.1621327,0.1381002,0.02009232,0.139183,0.1386653,0.1777125,0.1709425,0.002644682,0.06886186,0.1812196,0.1180369,0.1344467,0.1333779,0.0463006,0.1925811,0.03504414,0.1152227,0.06531306,0.0648827,0.08550798,0.004714895,0.07521478,0.1466586,0.01934764,0.09866051,0.1168481,0.07404029,0.022384,0.007437754,0.1046485,0.08435997,0.1629142,0.1051942,0.04696968,0.1189238,0.1083493,0.05612105,0.0565339,0.165409,0.1022448,0.03753781,0.02162013,0.01058374,0.02761245,0.00440495,0.1146201,0.1355992,0.131068,0.09830566,0.06960014,0.001684642,0.02163551,0.05470311,0.009494185,0.05318955,0.008932161,0.08875054,0.06277229,0.1645993,0.06808475,0.04248865,0.136557,0.1493711,0.1191949,0.04768186,0.05074264,0.1691517,0.1522831,0.1868674,0.04646535,0.06552216,0.1403157,0.03759658,2.193451E-06,0.03529565,0.05023194,0.105897,0.0301569,0.09374949,0.1490971,0.1550558,0.1243247,0.06031433,0.08062092,0.08389727,0.118782,0.05693928,0.07669631,0.01267357,0.187217,0.07141718,0.04119764,0.1339134,0.1254971,0.1449334,0.02354331,0.1385854,0.1522326,0.1505791,0.02221804,0.1130367,0.1758036,0.09163791,0.01080642,0.08857681,0.06748687,0.1780911,0.1249849,0.1808898,0.1699097,0.1357361,0.1267654,0.1837081,0.1467309,0.1166674,0.1872092,0.002283025,0.1199723,0.1399656,0.1052224,0.01109176,0.01771231,0.05781845,0.09805521,0.110866,0.09870886,0.156728,0.0857345,0.1440369,0.177434,0.1860194,0.1118791,0.04396329,0.08581328,0.05953542,0.1280281,0.1515426,0.06061004,0.04389475,0.0002117395,0.1904215,0.198865,0.06222938,0.06617948,0.1351025,0.1843183,0.199095,0.08209466,0.0281189,0.03950408,0.04542198,0.1409009,0.1394812,0.008877659,0.1040784,0.05404583,0.04950578 
trial 9 , 0.07543079,0.06992661,0.1409325,0.05234364,0.1420068,0.06413561,0.1390613,0.1003034,0.1675033,0.04675052,0.09374598,0.04026718,0.03672302,0.1511727,0.004229832,0.1409243,0.1318914,0.1575577,0.07692417,0.07432695,0.06423648,0.02405431,0.1179935,0.01684368,0.1144126,0.1412759,0.07846013,0.07551085,0.1686595,0.003421807,0.181049,0.1117219,0.03702438,0.0109957,0.05316202,0.1159907,0.1513152,0.02278056,0.1453977,0.1641477,0.1578041,0.03505829,0.1149932,0.1907406,0.09808389,0.09491316,0.0785468,0.1319658,0.1036535,0.1185249,0.03264713,0.1106954,0.0005723238,0.004268622,0.1357993,0.06470398,0.1513766,0.02428489,0.1989135,0.138202,0.1946544,0.09672731,0.05082523,0.005402613,0.02581918,0.1673958,0.07597815,0.139687,0.02581115,0.01654007,0.119602,0.1487476,0.1799218,0.1695847,0.1127664,0.08489446,0.07516266,0.08213276,0.1789393,0.1593138,0.140148,0.1825997,0.1819892,0.07575585,0.1346027,0.1638267,0.1664049,0.1215744,0.05627099,0.07103943,0.03492718,0.07479006,0.06555313,0.0673885,0.1276899,0.1316136,0.1069399,0.07190241,0.1872204,0.05365666,0.06613616,0.02874823,0.101014,0.1239871,0.1082261,0.1589841,0.09841157,0.1021628,0.1355393,0.1794656,0.07398897,0.1336454,0.1120258,0.1902218,0.1750253,0.1287648,0.1362628,0.01169286,0.1333458,0.1381288,0.0549661,0.03761024,0.04666386,0.03723562,0.04917061,0.0393008,0.03475645,0.1361503,0.1454971,0.1837022,0.1256702,0.1304577,0.0004350185,0.09225012,0.09010512,0.04194417,0.1771522,0.06708258,0.105844,0.1117963,0.1769739,0.1610264,0.1536269,0.07401129,0.1271198,0.08214866,0.1119397,0.03409243,0.1744826,0.1749167,0.0250505,0.03377874,0.1732662,0.1767679,0.1602212,0.006474519,0.168357,0.06494867,0.196689,0.1235446,0.03976767,0.1085939,0.1734504,0.1026066,0.04208951,0.08564083,0.0805554,0.157427,0.1919107,0.1144539,0.1776107,0.1801627,0.1841805,0.1169354,0.1560275 
trial 10 , 0.1504591,0.008127475,0.03575294,0.08074232,0.1445128,0.1176873,0.1175141,0.175231,0.1243198,0.03065865,0.02025187,0.1679252,0.1426728,0.09396645,0.009472656,0.09527906,0.08838846,0.1444504,0.1205498,0.1822335,0.09701709,0.1636495,0.05277666,0.1700505,0.09465583,0.1423872,0.1688672,0.1426316,0.05073136,0.114067,0.02129424,0.1412289,0.1756894,0.1833937,0.09875625,0.08206755,0.1026139,0.1704528,0.1091781,0.03549681,0.1864109,0.1060399,0.1961915,0.1203564,0.186793,0.1529291,0.05340024,0.01246872,0.09142295,0.08184835,0.06813098,0.04592283,0.05218207,0.04269521,0.1985734,0.06131343,0.01776063,0.1468182,0.05644127,0.1989315,0.03462989,0.03555193,0.1835558,0.1826324,0.1898929,0.1117167,0.03736475,0.05721918,0.07908775,0.1068944,0.1985909,0.1029472,0.09588627,0.160838,0.06739648,0.1155566,0.03515933,0.01562111,0.07040216,0.1835004,0.0515448,0.08689376,0.09457988,0.1938334,0.08054036,0.1949106,0.1430563,0.05171629,0.02595229,0.04806621,0.1011773,0.12373,0.03072834,0.1049655,0.1142268,0.1634171,0.1995054,0.1355673,0.1043497,0.112572,0.1188339,0.1103101,0.1868025,0.1777622,0.117214,0.0596831,0.06742109,0.03768518,0.06570806,0.183437,0.1499659,0.02685609,0.0792488,0.09281808,0.1322342,0.1253256,0.07096142,0.1635985,0.05132746,0.05383958,0.1595552,0.04840472,0.06876699,0.05790547,0.1132953,0.0253875,0.04363513,0.1036313,0.1959538,0.01819651,0.1579688,0.04997354,0.06569346,0.03066831,0.08045524,0.09893137,0.06190754,0.1409985,0.06083423,0.1560613,0.01289153,0.1402118,0.003725982,0.06532337,0.02379441,0.0788091,0.02606182,0.127094,0.01291072,0.006103253,0.002539349,0.002882099,0.05873305,0.06525203,0.07422899,0.09867398,0.0453021,0.169472,0.1167322,0.01839569,0.04006424,0.09267646,0.004020906,0.08747452,0.1063288,0.1117478,0.0474824,0.03630583,0.1618184,0.1784411,0.04085577,0.145133,0.1037456,0.1158921,0.1694909 
